node_1|node_2|edge|chunk_id
pii removal|removing email addresses|PII Removal includes the specific action of removing email addresses from text.|a45472c8777349aab66fec52d1c1a7ef
pii removal|sanitization|PII Removal is a form of text sanitization, eliminating sensitive information from the text.|a45472c8777349aab66fec52d1c1a7ef
removing email addresses|replacement with xxx|When removing email addresses during PII Removal, they are often replaced with a placeholder such as XXX.|a45472c8777349aab66fec52d1c1a7ef
sanitization|xml tags|The sanitized version of the text is typically presented within XML tags.|a45472c8777349aab66fec52d1c1a7ef
sanitized version|text|The sanitized version is derived from the original text with PII removed.|9337a89e150e46d1990b8290e8b4613c
pii|sanitized version|PII is redacted in the sanitized version of the text.|9337a89e150e46d1990b8290e8b4613c
information extraction|pii removal|Information Extraction is a process related to PII Removal.|9337a89e150e46d1990b8290e8b4613c
xml tags|sanitized version|The sanitized version of the text is enclosed within XML tags.|9337a89e150e46d1990b8290e8b4613c
response|xml tags|Response is the specific type of XML tags used to enclose the sanitized text.|9337a89e150e46d1990b8290e8b4613c
table of contents|information extraction|The Table of Contents includes an entry for Information Extraction.|9337a89e150e46d1990b8290e8b4613c
table of contents|pii removal|The Table of Contents includes an entry for PII Removal.|9337a89e150e46d1990b8290e8b4613c
updated 3 months ago|table of contents|The update timestamp provides information on when the Table of Contents was last modified.|9337a89e150e46d1990b8290e8b4613c
anthropic|foundation models|Anthropic is a guide to Foundation models.|5ef062a2ffc84cf39c927327bf3306de
claude|prompt engineering resources|Claude is part of Anthropic's prompt engineering resources.|5ef062a2ffc84cf39c927327bf3306de
getting access|claude|Getting access is a step to start using Claude.|5ef062a2ffc84cf39c927327bf3306de
guides|prompt design|Guides include information on prompt design.|5ef062a2ffc84cf39c927327bf3306de
useful hacks|claude|Useful Hacks section provides tips for enhancing Claude's performance.|5ef062a2ffc84cf39c927327bf3306de
claude|google sheets|Claude can be integrated with Google Sheets.|5ef062a2ffc84cf39c927327bf3306de
content generation|use cases|Content Generation is a use case of Claude.|5ef062a2ffc84cf39c927327bf3306de
multiple choice and classification|use cases|Multiple Choice and Classification represent another set of use cases.|5ef062a2ffc84cf39c927327bf3306de
roleplay dialogue|use cases|Roleplay Dialogue is a potential use case for Claude.|5ef062a2ffc84cf39c927327bf3306de
content moderation|use cases|Content Moderation is listed among the use cases for Claude.|5ef062a2ffc84cf39c927327bf3306de
text processing|basic text analysis|Text Processing is related to Basic Text Analysis as a simpler form.|5ef062a2ffc84cf39c927327bf3306de
advanced text analysis|text processing|Advanced Text Analysis is a more complex application of Text Processing.|5ef062a2ffc84cf39c927327bf3306de
troubleshooting checklist|claude|The Troubleshooting checklist is provided to resolve issues with Claude.|5ef062a2ffc84cf39c927327bf3306de
claude|amazon bedrock|Claude is available on Amazon Bedrock platform.|5ef062a2ffc84cf39c927327bf3306de
claude|hallucinating|Claude is experiencing hallucinations|dde6b27cc163486ca771fde0e1c69de3
claude|amazon bedrock|Claude operates on the Amazon Bedrock platform|dde6b27cc163486ca771fde0e1c69de3
troubleshooting checklist|prompt effectiveness|The checklist is a guide to ensure the effectiveness of prompts|dde6b27cc163486ca771fde0e1c69de3
prompt design section|experts|The section was written by experts to help in crafting better prompt language|dde6b27cc163486ca771fde0e1c69de3
claude|experts|Experts have spent time interacting with Claude to provide guidance on prompt design|dde6b27cc163486ca771fde0e1c69de3
prompt|correct prompt format|The prompt must follow a specific format to function correctly|dde6b27cc163486ca771fde0e1c69de3
correct prompt format|newlines|The format requires a specific number of newlines before each speaker|dde6b27cc163486ca771fde0e1c69de3
speakers in the prompt|human|One of the speakers in the prompt is designated as 'Human:'|dde6b27cc163486ca771fde0e1c69de3
speakers in the prompt|assistant|One of the speakers in the prompt is designated as 'Assistant:'|dde6b27cc163486ca771fde0e1c69de3
speaker alternation|correct prompt format|The prescribed format dictates that the speakers must alternate without repetition|dde6b27cc163486ca771fde0e1c69de3
prompt ending|assistant|If the prompt ends with 'Assistant:', it should not have a space following it|dde6b27cc163486ca771fde0e1c69de3
prompt|space|The prompt ends without a space.|3d4ae1cac97d4816a4be53bea375b98d
prompt|assistant:|The prompt ends with 'Assistant:' with no space after the final.|3d4ae1cac97d4816a4be53bea375b98d
examples|special tokens|Examples should not contain 'Human:' and 'Assistant:' to avoid confusion.|3d4ae1cac97d4816a4be53bea375b98d
examples|h: and a:|Instead of 'Human:' and 'Assistant:', 'H:' and 'A:' can be used in examples.|3d4ae1cac97d4816a4be53bea375b98d
task|explanation|The task should be explained simply and clearly.|3d4ae1cac97d4816a4be53bea375b98d
explanation|claude|The explanation is given to Claude to understand why the task is done.|3d4ae1cac97d4816a4be53bea375b98d
explanation|context|The explanation includes context as if given to an inexperienced person.|3d4ae1cac97d4816a4be53bea375b98d
context|key concepts|The context should spell out any key concepts clearly.|3d4ae1cac97d4816a4be53bea375b98d
bad prompt|improvement suggestions|A bad prompt does not explain how to offer improvement suggestions clearly.|3d4ae1cac97d4816a4be53bea375b98d
good prompt|improvement suggestions|A good prompt includes details about the current plans, goals, and explains why deviations are good.|3d4ae1cac97d4816a4be53bea375b98d
instructions|claude|Instructions are asked to be repeated back by Claude to confirm understanding.|3d4ae1cac97d4816a4be53bea375b98d
running training plans|current training plans|The prompt seeks to improve running training based on descriptions of current training plans.|3d4ae1cac97d4816a4be53bea375b98d
running training plans|overall goals|Suggestions for training plan improvements are based on individuals' overall running goals.|3d4ae1cac97d4816a4be53bea375b98d
deviation|existing plans|The prompt specifies that deviations should not be too much from the current training plans.|3d4ae1cac97d4816a4be53bea375b98d
claude|instructions|Claude is asked to repeat back the instructions to confirm understanding.|2c8ec9f9c1414657bd233914c3f359f9
instructions|understanding|Understanding of the instructions by Claude is verified by asking 'Do you understand?'|2c8ec9f9c1414657bd233914c3f359f9
claude's response|instructions|Claude's response is used to judge Claude's understanding of the instructions.|2c8ec9f9c1414657bd233914c3f359f9
clarify|mistaken understanding|The way in which Claude is mistaken is used to clarify the instructions.|2c8ec9f9c1414657bd233914c3f359f9
prompt|claude's response|Claude's response is added to the prompt, sometimes with editing, if Claude understands the instructions.|2c8ec9f9c1414657bd233914c3f359f9
running training plans|overall running goals|Human wants to help people improve their running training plans according to their overall running goals.|2c8ec9f9c1414657bd233914c3f359f9
training plan suggestions|training plan adjustment|Suggestions provided aim to improve or adjust training plans in a way that is aligned with current training activities.|2c8ec9f9c1414657bd233914c3f359f9
deviation justification|running goals|The justification for any deviation from current plans is explained based on how it benefits running goals.|2c8ec9f9c1414657bd233914c3f359f9
complex task|task substeps|If a task is complex and Claude is struggling, the complex task is broken down into substeps.|2c8ec9f9c1414657bd233914c3f359f9
task|complexity|A task may have a complexity involving two or more things.|e5a76ddc3c5141c39fd1ec0a453bdf7d
task|substeps|A complex task may be broken down into substeps.|e5a76ddc3c5141c39fd1ec0a453bdf7d
claude|struggle|Claude might struggle with a complex task.|e5a76ddc3c5141c39fd1ec0a453bdf7d
errors|edge cases|Errors can occur in edge cases during task execution.|e5a76ddc3c5141c39fd1ec0a453bdf7d
instructions|edge cases|Instructions are given to Claude to handle edge cases.|e5a76ddc3c5141c39fd1ec0a453bdf7d
task|additional work|A task may require Claude to do additional work that the human doesn't see.|e5a76ddc3c5141c39fd1ec0a453bdf7d
additional work|extraction patterns|Extraction patterns can be used to obtain the final response from Claude after it has done the additional work.|e5a76ddc3c5141c39fd1ec0a453bdf7d
long document|instructions placement|When working with a long document, instructions are provided after the document.|e5a76ddc3c5141c39fd1ec0a453bdf7d
example|task completion|Examples of the task being completed perfectly are added to aid with task instruction.|e5a76ddc3c5141c39fd1ec0a453bdf7d
example|common failure modes|Examples include common failure modes or hard cases handled perfectly to guide Claude.|e5a76ddc3c5141c39fd1ec0a453bdf7d
prompt|realistic examples|The prompt is tested with realistic examples for better task execution.|e5a76ddc3c5141c39fd1ec0a453bdf7d
examples|variety|Examples used in testing should include a variety of possible inputs.|e5a76ddc3c5141c39fd1ec0a453bdf7d
outputs|mistakes identification|The outputs of test cases are used to identify mistakes.|e5a76ddc3c5141c39fd1ec0a453bdf7d
instructions|clarification|Instructions are clarified and examples are added to the prompt based on the outputs of test cases.|e5a76ddc3c5141c39fd1ec0a453bdf7d
example|hard case for claude|An example of a hard case for Claude can include a written perfect response as a guide.|e5a76ddc3c5141c39fd1ec0a453bdf7d
tip|example|The 'Tip' suggests to add an 'Example' of a difficult case that Claude encountered.|fd287bacf6fc47bf84e4f863bf04dbd6
claude|case|Claude found a particular 'Case' hard which is to be used as an 'Example'.|fd287bacf6fc47bf84e4f863bf04dbd6
claude|response|A perfect 'Response' should be written on behalf of Claude for future reference in similar cases.|fd287bacf6fc47bf84e4f863bf04dbd6
troubleshooting sections|task advice|The 'Troubleshooting sections' are checked for 'Task advice' pertinent to the task at hand.|fd287bacf6fc47bf84e4f863bf04dbd6
troubleshooting sections|claude|The 'Troubleshooting sections' contain various suggestions specific to problems encountered by Claude.|fd287bacf6fc47bf84e4f863bf04dbd6
what's next|suggestions|'What's Next' provides 'Suggestions' for different scenarios where Claude might encounter issues.|fd287bacf6fc47bf84e4f863bf04dbd6
claude|inability|There are 'Suggestions' provided for scenarios if 'Claude says it can't do something'.|fd287bacf6fc47bf84e4f863bf04dbd6
claude|missing nuance|There are 'Suggestions' provided for scenarios if 'Claude misses nuance'.|fd287bacf6fc47bf84e4f863bf04dbd6
claude|wrong format|There are 'Suggestions' provided for scenarios if 'Claude responds in the wrong format'.|fd287bacf6fc47bf84e4f863bf04dbd6
claude|hallucination|There are 'Suggestions' provided for scenarios if 'Claude is hallucinating'.|fd287bacf6fc47bf84e4f863bf04dbd6
the prompt|format|'The prompt' should be formatted correctly as mentioned in the 'Table of Contents'.|fd287bacf6fc47bf84e4f863bf04dbd6
the task|explanation|'The task' should be explained simply and clearly as advised.|fd287bacf6fc47bf84e4f863bf04dbd6
examples|task completion|Adding a few 'Examples' of the task being completed perfectly is mentioned as a method.|fd287bacf6fc47bf84e4f863bf04dbd6
anthropic|foundation models|Anthropic is related to Foundation models as it provides resources on prompt engineering.|375a95e7f81e40c78255e64f99300470
claude|anthropic|Claude is a product or service related to Anthropic.|375a95e7f81e40c78255e64f99300470
prompt engineering|anthropic|Prompt engineering is a domain or topic for which Anthropic provides guides and resources.|375a95e7f81e40c78255e64f99300470
